Title,Authors,recommendation
Incremental Few-Shot Learning with Attention Attractor Networks,"['Mengye Ren', 'Renjie Liao', 'Ethan Fetaya', 'Richard S. Zemel']",Reject
Visualizing and Understanding the Semantics of Embedding Spaces via Algebraic Formulae,"['Piero Molino', 'Yang Wang', 'Jiawei Zhang']",Reject
Pearl: Prototype lEArning via Rule Lists,"['Tianfan Fu*', 'Tian Gao*', 'Cao Xiao*', 'Tengfei Ma*', 'Jimeng Sun']",Reject
Rigorous Agent Evaluation: An Adversarial Approach to Uncover Catastrophic Failures,"['Jonathan Uesato*', 'Ananya Kumar*', 'Csaba Szepesvari*', 'Tom Erez', 'Avraham Ruderman', 'Keith Anderson', 'Krishnamurthy (Dj) Dvijotham', 'Nicolas Heess', 'Pushmeet Kohli']",Accept (Poster)
TopicGAN: Unsupervised Text Generation from Explainable Latent Topics,"['Yau-Shian Wang', 'Yun-Nung Chen', 'Hung-Yi Lee']",Reject
Competitive experience replay,"['Hao Liu', 'Alexander Trott', 'Richard Socher', 'Caiming Xiong']",Accept (Poster)
A Max-Affine Spline Perspective of Recurrent Neural Networks,"['Zichao Wang', 'Randall Balestriero', 'Richard Baraniuk']",Accept (Poster)
A Differentiable Self-disambiguated Sense Embedding Model via Scaled Gumbel Softmax,"['Fenfei Guo', 'Mohit Iyyer', 'Leah Findlater', 'Jordan Boyd-Graber']",Reject
PIE: Pseudo-Invertible Encoder,"['Jan Jetze Beitler', 'Ivan Sosnovik', 'Arnold Smeulders']",Reject
Probabilistic Knowledge Graph Embeddings,"['Farnood Salehi', 'Robert Bamler', 'Stephan Mandt']",Reject
Cross-Task Knowledge Transfer for Visually-Grounded Navigation,"['Devendra Singh Chaplot', 'Lisa Lee', 'Ruslan Salakhutdinov', 'Devi Parikh', 'Dhruv Batra']",Reject
Manifold regularization with GANs for semi-supervised learning,"['Bruno Lecouat', 'Chuan-Sheng Foo', 'Houssam Zenati', 'Vijay Chandrasekhar']",Reject
Top-Down Neural Model For Formulae,['Karel Chvalovský'],Accept (Poster)
TarMAC: Targeted Multi-Agent Communication,"['Abhishek Das', 'Theophile Gervet', 'Joshua Romoff', 'Dhruv Batra', 'Devi Parikh', 'Mike Rabbat', 'Joelle Pineau']",Reject
Feature-Wise Bias Amplification,"['Klas Leino', 'Emily Black', 'Matt Fredrikson', 'Shayak Sen', 'Anupam Datta']",Accept (Poster)
Knows When it Doesn’t Know: Deep Abstaining Classifiers,"['Sunil Thulasidasan', 'Tanmoy Bhattacharya', 'Jeffrey Bilmes', 'Gopinath Chennupati', 'Jamal Mohd-Yusof']",Reject
Sorting out Lipschitz function approximation,"['Cem Anil', 'James Lucas', 'Roger B. Grosse']",Reject
On Difficulties of Probability Distillation,"['Chin-Wei Huang', 'Faruk Ahmed', 'Kundan Kumar', 'Alexandre Lacoste', 'Aaron Courville']",Reject
AD-VAT: An Asymmetric Dueling mechanism for learning Visual Active Tracking,"['Fangwei Zhong', 'Peng Sun', 'Wenhan Luo', 'Tingyun Yan', 'Yizhou Wang']",Accept (Poster)
Theoretical and Empirical Study of Adversarial Examples,"['Fuchen Liu', 'Hongwei Shang', 'Hong Zhang']",Reject
Causal Reasoning from Meta-reinforcement learning,"['Ishita Dasgupta', 'Jane Wang', 'Silvia Chiappa', 'Jovana Mitrovic', 'Pedro Ortega', 'David Raposo', 'Edward Hughes', 'Peter Battaglia', 'Matthew Botvinick', 'Zeb Kurth-Nelson']",Reject
The Conditional Entropy Bottleneck,['Ian Fischer'],Reject
Learning to Learn with Conditional Class Dependencies,"['Xiang Jiang', 'Mohammad Havaei', 'Farshid Varno', 'Gabriel Chartrand', 'Nicolas Chapados', 'Stan Matwin']",Accept (Poster)
Open Loop Hyperparameter Optimization and Determinantal Point Processes,"['Jesse Dodge', 'Kevin Jamieson', 'Noah Smith']",Reject
Self-Supervised Generalisation with Meta Auxiliary Learning,"['Shikun Liu', 'Edward Johns', 'Andrew Davison']",Reject
GAN Dissection: Visualizing and Understanding Generative Adversarial Networks,"['David Bau', 'Jun-Yan Zhu', 'Hendrik Strobelt', 'Bolei Zhou', 'Joshua B. Tenenbaum', 'William T. Freeman', 'Antonio Torralba']",Accept (Poster)
TimbreTron: A WaveNet(CycleGAN(CQT(Audio))) Pipeline for Musical Timbre Transfer,"['Sicong Huang', 'Qiyang Li', 'Cem Anil', 'Xuchan Bao', 'Sageev Oore', 'Roger B. Grosse']",Accept (Poster)
Can I trust you more? Model-Agnostic Hierarchical Explanations,"['Michael Tsang', 'Youbang Sun', 'Dongxu Ren', 'Beibei Xin', 'Yan Liu']",Reject
A Mean Field Theory of Batch Normalization,"['Greg Yang', 'Jeffrey Pennington', 'Vinay Rao', 'Jascha Sohl-Dickstein', 'Samuel S. Schoenholz']",Accept (Poster)
Analyzing Federated Learning through an Adversarial Lens,"['Arjun Nitin Bhagoji', 'Supriyo Chakraborty', 'Seraphin Calo', 'Prateek Mittal']",Reject
COMPOSITION AND DECOMPOSITION OF GANS,"['Yeu-Chern Harn', 'Zhenghao Chen', 'Vladimir Jojic']",Reject
Learning Backpropagation-Free Deep Architectures with Kernels,"['Shiyu Duan', 'Shujian Yu', 'Yunmei Chen', 'Jose Principe']",Reject
Unsupervised  one-to-many image translation,"['Samuel Lavoie-Marchildon', 'Sebastien Lachapelle', 'Mikołaj Bińkowski', 'Aaron Courville', 'Yoshua Bengio', 'R Devon Hjelm']",Reject
A Closer Look at Few-shot Classification,"['Wei-Yu Chen', 'Yen-Cheng Liu', 'Zsolt Kira', 'Yu-Chiang Frank Wang', 'Jia-Bin Huang']",Accept (Poster)
Looking for ELMo's friends: Sentence-Level Pretraining Beyond Language Modeling,"['Samuel R. Bowman', 'Ellie Pavlick', 'Edouard Grave', 'Benjamin Van Durme', 'Alex Wang', 'Jan Hula', 'Patrick Xia', 'Raghavendra Pappagari', 'R. Thomas McCoy', 'Roma Patel', 'Najoung Kim', 'Ian Tenney', 'Yinghui Huang', 'Katherin Yu', 'Shuning Jin', 'Berlin Chen']",Reject
Variational Domain Adaptation,"['Hirono Okamoto', 'Shohei Ohsawa', 'Itto Higuchi', 'Haruka Murakami', 'Mizuki Sango', 'Zhenghang Cui', 'Masahiro Suzuki', 'Hiroshi Kajino', 'Yutaka Matsuo']",Reject
Fast Exploration with Simplified Models and Approximately Optimistic Planning in Model Based Reinforcement Learning,"['Ramtin Keramati', 'Jay Whang', 'Patrick Cho', 'Emma Brunskill']",Reject
STCN: Stochastic Temporal Convolutional Networks,"['Emre Aksan', 'Otmar Hilliges']",Accept (Poster)
Select Via Proxy: Efficient Data Selection For Training Deep Networks,"['Cody Coleman', 'Stephen Mussmann', 'Baharan Mirzasoleiman', 'Peter Bailis', 'Percy Liang', 'Jure Leskovec', 'Matei Zaharia']",Reject
Successor Options : An Option Discovery Algorithm for Reinforcement Learning,"['Manan Tomar*', 'Rahul Ramesh*', 'Balaraman Ravindran']",Reject
Multi-Objective Value Iteration with Parameterized Threshold-Based Safety Constraints,"['Hussein Sibai', 'Sayan Mitra']",Reject
Augment your batch: better training with larger batches,"['Elad Hoffer', 'Itay Hubara', 'Niv Giladi', 'Daniel Soudry']",Reject
Adaptive Sample-space & Adaptive Probability coding: a neural-network based approach for compression,"['Ken Nakanishi', 'Shin-ichi Maeda', 'Takeru Miyato', 'Masanori Koyama']",Reject
Mixed Precision Quantization of ConvNets via Differentiable Neural Architecture Search,"['Bichen Wu', 'Yanghan Wang', 'Peizhao Zhang', 'Yuandong Tian', 'Peter Vajda', 'Kurt Keutzer']",Reject
Uncertainty in Multitask Transfer Learning,"['Alexandre Lacoste', 'Boris Oreshkin', 'Wonchang Chung', 'Thomas Boquet', 'Negar Rostamzadeh', 'David Krueger']",Reject
RotatE: Knowledge Graph Embedding by Relational Rotation in Complex Space,"['Zhiqing Sun', 'Zhi-Hong Deng', 'Jian-Yun Nie', 'Jian Tang']",Accept (Poster)
Q-map: a Convolutional Approach for Goal-Oriented Reinforcement Learning,"['Fabio Pardo', 'Vitaly Levdik', 'Petar Kormushev']",Reject
A Variational Dirichlet Framework for Out-of-Distribution Detection,"['Wenhu Chen', 'Yilin Shen', 'William Wang', 'Hongxia Jin']",Reject
TENSOR RING NETS ADAPTED DEEP MULTI-TASK LEARNING,"['Xinqi Chen', 'Ming Hou', 'Guoxu Zhou', 'Qibin Zhao']",Reject
Context Mover's Distance & Barycenters: Optimal transport of contexts for building representations,"['Sidak Pal Singh', 'Andreas Hug', 'Aymeric Dieuleveut', 'Martin Jaggi']",Reject
Learning to Navigate the Web,"['Izzeddin Gur', 'Ulrich Rueckert', 'Aleksandra Faust', 'Dilek Hakkani-Tur']",Accept (Poster)
Modeling Uncertainty with Hedged Instance Embeddings,"['Seong Joon Oh', 'Kevin P. Murphy', 'Jiyan Pan', 'Joseph Roth', 'Florian Schroff', 'Andrew C. Gallagher']",Accept (Poster)
Automatically Composing Representation Transformations as a Means for Generalization,"['Michael Chang', 'Abhishek Gupta', 'Sergey Levine', 'Thomas L. Griffiths']",Accept (Poster)
Neural Predictive Belief Representations,"['Zhaohan Daniel Guo', 'Mohammad Gheshlaghi Azar', 'Bilal Piot', 'Bernardo Avila Pires', 'Rémi Munos']",Reject
Understanding Opportunities for Efficiency in Single-image Super Resolution Networks,"['Royson Lee', 'Nic Lane', 'Marko Stankovic', 'Sourav Bhattacharya']",Reject
CGNF: Conditional Graph Neural Fields,"['Tengfei Ma', 'Cao Xiao', 'Junyuan Shang', 'Jimeng Sun']",Reject
Discovering General-Purpose Active Learning Strategies,"['Ksenia Konyushkova', 'Raphael Sznitman', 'Pascal Fua']",Reject
Systematic Generalization: What Is Required and Can It Be Learned?,"['Dzmitry Bahdanau*', 'Shikhar Murty*', 'Michael Noukhovitch', 'Thien Huu Nguyen', 'Harm de Vries', 'Aaron Courville']",Accept (Poster)
Adaptive Input Representations for Neural Language Modeling,"['Alexei Baevski', 'Michael Auli']",Accept (Poster)
Composing Entropic Policies using Divergence Correction,"['Jonathan J Hunt', 'Andre Barreto', 'Timothy P Lillicrap', 'Nicolas Heess']",Reject
Optimal Control Via Neural Networks: A Convex Approach,"['Yize Chen', 'Yuanyuan Shi', 'Baosen Zhang']",Accept (Poster)
Learning to Search Efficient DenseNet with Layer-wise Pruning,"['Xuanyang Zhang', 'Hao liu', 'Zhanxing Zhu', 'Zenglin Xu']",Reject
Learning to Control Visual Abstractions for Structured Exploration in Deep Reinforcement Learning,"['catalin ionescu', 'tejas kulkarni', 'aaron van de oord', 'andriy mnih', 'vlad mnih']",Reject
A Proposed Hierarchy of Deep Learning Tasks,"['Joel Hestness', 'Sharan Narang', 'Newsha Ardalani', 'Heewoo Jun', 'Hassan Kianinejad', 'Md. Mostofa Ali Patwary', 'Yang Yang', 'Yanqi Zhou', 'Gregory Diamos', 'Kenneth Church']",Reject
Where Off-Policy Deep Reinforcement Learning Fails,"['Scott Fujimoto', 'David Meger', 'Doina Precup']",Reject
Pix2Scene: Learning Implicit 3D Representations from Images,"['Sai Rajeswar', 'Fahim Mannan', 'Florian Golemo', 'David Vazquez', 'Derek Nowrouzezahrai', 'Aaron Courville']",Reject
An Empirical Study of Example Forgetting during Deep Neural Network Learning,"['Mariya Toneva*', 'Alessandro Sordoni*', 'Remi Tachet des Combes*', 'Adam Trischler', 'Yoshua Bengio', 'Geoffrey J. Gordon']",Accept (Poster)
Universal discriminative quantum neural networks,"['Hongxiang Chen', 'Leonard Wossnig', 'Hartmut Neven', 'Simone Severini', 'Masoud Mohseni']",Reject
Adapting Auxiliary Losses Using Gradient Similarity,"['Yunshu Du', 'Wojciech M. Czarnecki', 'Siddhant M. Jayakumar', 'Razvan Pascanu', 'Balaji Lakshminarayanan']",Reject
GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,"['Alex Wang', 'Amanpreet Singh', 'Julian Michael', 'Felix Hill', 'Omer Levy', 'Samuel R. Bowman']",Accept (Poster)
Hierarchically-Structured Variational Autoencoders for Long Text Generation,"['Dinghan Shen', 'Asli Celikyilmaz', 'Yizhe Zhang', 'Liqun Chen', 'Xin Wang', 'Lawrence Carin']",Reject
Contextual Recurrent Convolutional Model for Robust Visual Learning,"['Siming Yan*', 'Bowen Xiao*', 'Yimeng Zhang', 'Tai Sing Lee']",Reject
Recurrent Kalman Networks: Factorized Inference in High-Dimensional Deep Feature Spaces,"['Philipp Becker', 'Harit Pandya', 'Gregor H.W. Gebhardt', 'Cheng Zhao', 'Gerhard Neumann']",Reject
"Plan Online, Learn Offline: Efficient Learning and Exploration via Model-Based Control","['Kendall Lowrey', 'Aravind Rajeswaran', 'Sham Kakade', 'Emanuel Todorov', 'Igor Mordatch']",Accept (Poster)
Learning Grid Cells as Vector Representation of Self-Position Coupled with Matrix Representation of Self-Motion,"['Ruiqi Gao', 'Jianwen Xie', 'Song-Chun Zhu', 'Ying Nian Wu']",Accept (Poster)
Preventing Posterior Collapse with delta-VAEs,"['Ali Razavi', 'Aaron van den Oord', 'Ben Poole', 'Oriol Vinyals']",Accept (Poster)
Deep Online Learning Via Meta-Learning: Continual Adaptation for Model-Based RL,"['Anusha Nagabandi', 'Chelsea Finn', 'Sergey Levine']",Accept (Poster)
Analysis of Memory Organization for Dynamic Neural Networks,"['Ying Ma', 'Jose Principe']",Reject
Expanding the Reach of Federated Learning by Reducing Client Resource Requirements,"['Sebastian Caldas', 'Jakub Konečný', 'Brendan McMahan', 'Ameet Talwalkar']",Reject
DEEP GRAPH TRANSLATION,"['Xiaojie Guo', 'Lingfei Wu', 'Liang Zhao']",Reject
Value Propagation Networks,"['Nantas Nardelli', 'Gabriel Synnaeve', 'Zeming Lin', 'Pushmeet Kohli', 'Philip H. S. Torr', 'Nicolas Usunier']",Accept (Poster)
Online Hyperparameter Adaptation via Amortized Proximal Optimization,"['Paul Vicol', 'Jeffery Z. HaoChen', 'Roger Grosse']",Reject
Efficient Augmentation via Data Subsampling,"['Michael Kuchnik', 'Virginia Smith']",Accept (Poster)
Complementary-label learning for arbitrary losses and models,"['Takashi Ishida', 'Gang Niu', 'Aditya Krishna Menon', 'Masashi Sugiyama']",Reject
ALISTA: Analytic Weights Are As Good As Learned Weights in LISTA,"['Jialin Liu', 'Xiaohan Chen', 'Zhangyang Wang', 'Wotao Yin']",Accept (Poster)
Language Model Pre-training for Hierarchical Document Representations,"['Ming-Wei Chang', 'Kristina Toutanova', 'Kenton Lee', 'Jacob Devlin']",Reject
Non-Synergistic Variational Autoencoders,"['Gonzalo Barrientos', 'Sten Sootla']",Reject
Approximation and non-parametric estimation of ResNet-type convolutional neural networks via block-sparse fully-connected neural networks,"['Kenta Oono', 'Taiji Suzuki']",Reject
"Deep Imitative Models for Flexible Inference, Planning, and Control","['Nicholas Rhinehart', 'Rowan McAllister', 'Sergey Levine']",Reject
Recall Traces: Backtracking Models for Efficient Reinforcement Learning,"['Anirudh Goyal', 'Philemon Brakel', 'William Fedus', 'Soumye Singhal', 'Timothy Lillicrap', 'Sergey Levine', 'Hugo Larochelle', 'Yoshua Bengio']",Accept (Poster)
Learning Goal-Conditioned Value Functions with one-step Path rewards rather than Goal-Rewards,"['Vikas Dhiman', 'Shurjo Banerjee', 'Jeffrey M Siskind', 'Jason J Corso']",Reject
Fixup Initialization: Residual Learning Without Normalization,"['Hongyi Zhang', 'Yann N. Dauphin', 'Tengyu Ma']",Accept (Poster)
Diversity-Sensitive Conditional Generative Adversarial Networks,"['Dingdong Yang', 'Seunghoon Hong', 'Yunseok Jang', 'Tianchen Zhao', 'Honglak Lee']",Accept (Poster)
A Self-Supervised Method for Mapping Human Instructions to Robot Policies,"['Hsin-Wei Yu', 'Po-Yu Wu', 'Chih-An Tsao', 'You-An Shen', 'Shih-Hsuan Lin', 'Zhang-Wei Hong', 'Yi-Hsiang Chang', 'Chun-Yi Lee']",Reject
Information asymmetry in KL-regularized RL,"['Alexandre Galashov', 'Siddhant M. Jayakumar', 'Leonard Hasenclever', 'Dhruva Tirumala', 'Jonathan Schwarz', 'Guillaume Desjardins', 'Wojciech M. Czarnecki', 'Yee Whye Teh', 'Razvan Pascanu', 'Nicolas Heess']",Accept (Poster)
Transferring SLU Models in Novel Domains,"['Yaohua Tang', 'Kaixiang Mo', 'Qian Xu', 'Chao Zhang', 'Qiang Yang']",Reject
End-to-End Multi-Lingual Multi-Speaker Speech Recognition,"['Hiroshi Seki', 'Takaaki Hori', 'Shinji Watanabe', 'Jonathan Le Roux', 'John R. Hershey']",Reject
W2GAN: RECOVERING AN OPTIMAL TRANSPORT MAP WITH A GAN,"['Leygonie Jacob*', 'Jennifer She*', 'Amjad Almahairi', 'Sai Rajeswar', 'Aaron Courville']",Reject
FlowQA: Grasping Flow in History for Conversational Machine Comprehension,"['Hsin-Yuan Huang', 'Eunsol Choi', 'Wen-tau Yih']",Accept (Poster)
Language Modeling with Graph Temporal Convolutional Networks,"['Hongyin Luo', 'Yichen Li', 'Jie Fu', 'James Glass']",Reject
Probabilistic Planning with Sequential Monte Carlo methods,"['Alexandre Piche', 'Valentin Thomas', 'Cyril Ibrahim', 'Yoshua Bengio', 'Chris Pal']",Accept (Poster)
A theoretical framework for deep and locally connected ReLU network,['Yuandong Tian'],Reject
Unsupervised Video-to-Video Translation,"['Dina Bashkirova', 'Ben Usman', 'Kate Saenko']",Reject
Spreading vectors for similarity search,"['Alexandre Sablayrolles', 'Matthijs Douze', 'Cordelia Schmid', 'Hervé Jégou']",Accept (Poster)
LanczosNet: Multi-Scale Deep Graph Convolutional Networks,"['Renjie Liao', 'Zhizhen Zhao', 'Raquel Urtasun', 'Richard Zemel']",Accept (Poster)
Double Neural Counterfactual Regret Minimization,"['Hui Li', 'Kailiang Hu', 'Zhibang Ge', 'Tao Jiang', 'Yuan Qi', 'Le Song']",Reject
Learning powerful policies and better dynamics models by encouraging consistency,"['Shagun Sodhani', 'Anirudh Goyal', 'Tristan Deleu', 'Yoshua Bengio', 'Jian Tang']",Reject
Human-Guided Column Networks: Augmenting Deep Learning with Advice,"['Mayukh Das', 'Yang Yu', 'Devendra Singh Dhami', 'Gautam Kunapuli', 'Sriraam Natarajan']",Reject
Learning what you can do before doing anything,"['Oleh Rybkin', 'Karl Pertsch', 'Konstantinos G. Derpanis', 'Kostas Daniilidis', 'Andrew Jaegle']",Accept (Poster)
A Frank-Wolfe Framework for Efficient and Effective Adversarial Attacks,"['Jinghui Chen', 'Jinfeng Yi', 'Quanquan Gu']",Reject
Lagging Inference Networks and Posterior Collapse in Variational Autoencoders,"['Junxian He', 'Daniel Spokoyny', 'Graham Neubig', 'Taylor Berg-Kirkpatrick']",Accept (Poster)
Preferences Implicit in the State of the World,"['Rohin Shah', 'Dmitrii Krasheninnikov', 'Jordan Alexander', 'Pieter Abbeel', 'Anca Dragan']",Accept (Poster)
On Inductive Biases in Deep Reinforcement Learning,"['Matteo Hessel', 'Hado van Hasselt', 'Joseph Modayil', 'David Silver']",Reject
A Direct Approach to Robust Deep Learning Using Adversarial Networks,"['Huaxia Wang', 'Chun-Nam Yu']",Accept (Poster)
Learning Abstract Models for Long-Horizon Exploration,"['Evan Zheran Liu', 'Ramtin Keramati', 'Sudarshan Seshadri', 'Kelvin Guu', 'Panupong Pasupat', 'Emma Brunskill', 'Percy Liang']",Reject
Learning to remember: Dynamic Generative Memory for Continual Learning,"['Oleksiy Ostapenko', 'Mihai Puscas', 'Tassilo Klein', 'Moin Nabi']",Reject
Improving the Generalization of Adversarial Training with Domain Adaptation,"['Chuanbiao Song', 'Kun He', 'Liwei Wang', 'John E. Hopcroft']",Accept (Poster)
NSGA-Net: A Multi-Objective Genetic Algorithm for Neural Architecture Search,"['Zhichao Lu', 'Ian Whalen', 'Vishnu Boddeti', 'Yashesh Dhebar', 'Kalyanmoy Deb', 'Erik Goodman', 'Wolfgang Banzhaf']",Reject
The Expressive Power of Deep Neural Networks with Circulant Matrices,"['Alexandre Araujo', 'Benjamin Negrevergne', 'Yann Chevaleyre', 'Jamal Atif']",Reject
Uncertainty-guided Lifelong Learning in Bayesian Networks,"['Sayna Ebrahimi', 'Mohamed Elhoseiny', 'Trevor Darrell', 'Marcus Rohrbach']",Reject
Importance Resampling for Off-policy Policy Evaluation,"['Matthew Schlegel', 'Wesley Chung', 'Daniel Graves', 'Martha White']",Reject
Probabilistic Federated Neural Matching,"['Mikhail Yurochkin', 'Mayank Agarwal', 'Soumya Ghosh', 'Kristjan Greenewald', 'Nghia Hoang', 'Yasaman Khazaeni']",Reject
Evolutionary-Neural Hybrid Agents for Architecture Search,"['Krzysztof Maziarz', 'Andrey Khorlin', 'Quentin de Laroussilhe', 'Andrea Gesmundo']",Reject
CAML: Fast Context Adaptation via Meta-Learning,"['Luisa M Zintgraf', 'Kyriacos Shiarlis', 'Vitaly Kurin', 'Katja Hofmann', 'Shimon Whiteson']",Reject
Subgradient Descent Learns Orthogonal Dictionaries,"['Yu Bai', 'Qijia Jiang', 'Ju Sun']",Accept (Poster)
"Improving Differentiable Neural Computers Through Memory Masking, De-allocation, and Link Distribution Sharpness Control","['Robert Csordas', 'Juergen Schmidhuber']",Accept (Poster)
Exploring the interpretability of LSTM neural networks over multi-variable data,"['Tian Guo', 'Tao Lin']",Reject
Unsupervised Control Through Non-Parametric Discriminative Rewards,"['David Warde-Farley', 'Tom Van de Wiele', 'Tejas Kulkarni', 'Catalin Ionescu', 'Steven Hansen', 'Volodymyr Mnih']",Accept (Poster)
